code_switched,arabic,english
طيب ماشى و كانت دراستك عن أيه عامة فى الجامعة كنتوا بتدرسوا إيه؟,طيب ماشى و كانت دراستك عن أيه عامة فى الجامعة كنتوا بتدرسوا إيه؟,Okay well what was your study about at university what were you studying?
Okay طيب ماشى ممكن تحكيلنا بعد كده مثلا على ال+masters بتاعتك أو ال+bachelor*project بتاعك يعنى your education career مشى إزاى بعد كده؟,تمام طيب ماشى ممكن تحكيلنا بعد كده مثلا على الماجستير بتاعتك أو مشروع التخرج بتاعك يعنى مسار تعليمك مشى إزاى بعد كده؟,Okay well can you tell us about your Masters and your Bachelor project I mean how your education career went after that?
Okay انتى دلوقت بتعملى master's?,تمام انتى دلوقت بتعملى ماجستير؟,Okay are you currently working on Master's?
Okay طيب ال+topic موجود؟ تحبى تحكيلنا عنه؟,تمام طيب الموضوع موجود؟ تحبى تحكيلنا عنه؟,Okay is this topic here? Would you love to tell us about it?
Okay,تمام,okay
طيب أنتى .. أنتى فى المستقبل بتفكرى مثلا ولادك تدخليهم مدرسة national ولا international؟ بتفكرى ال+language اللى هتخليهم يركزوا عليها فى المدرسة تبقى their first language English ولا French ولا Deutsch ولا لغة .. ولا .. ولا Japanese مثلا ؟,طيب أنتى .. أنتى فى المستقبل بتفكرى مثلا ولادك تدخليهم مدرسة قومية ولا دولية؟ بتفكرى اللغة اللى هتخليهم يركزوا عليها فى المدرسة تبقى أول لغة إنجليزي ولا فرنسي ولا ألماني ولا لغة .. ولا .. ولا يابانية مثلا ؟,"Okay .. are you going to enroll your children in a national or an international school in the future? which language will they be focusing on at school? what will be their first language? English, or French or Deutsch or any other language like Japanese for example?"
Okay ماشى بس .. بس هنا مثلا فى مصر مافيش أوى مدارس Japanese مثلا ف ..,تمام ماشى بس .. بس هنا مثلا فى مصر مافيش أوى مدارس يابانية مثلا ف ..,Okay well but .. here in Egypt there aren't a lot of Japanese schools for example ..
طيب,طيب,okay
طيب انتى عامة لو انتى ماكنتيش بتشتغلى teacher assistant أو lecturer assistant كنتى هتحبى ال+dream*job بتاعتك تبقى إيه؟ وكنتى ليه تختارى حاجة زى كده؟,طيب انتى عامة لو انتى ماكنتيش بتشتغلى مساعد مدرس أو مساعد محاضر كنتى هتحبى وظيفة الأحلام بتاعتك تبقى إيه؟ وكنتى ليه تختارى حاجة زى كده؟,If you weren't a teacher assistant or a lecturer assistant what would be your dream job? and why would you choose this?
"Okay طيب ممكن تحكيلنا عن .. عن أى شغل عملتيه قبل كده internships أو شغل part-time, full-time كنت .. كنتى بتشتغلى في .. بتعملى أيه وكده؟","تمام طيب ممكن تحكيلنا عن .. عن أى شغل عملتيه قبل كده تدريبات أو شغل دوام جزائي, دوام كامل كنت .. كنتى بتشتغلى في .. بتعملى أيه وكده؟",Okay can you tell us about .. any internships that you attended or any full-time or part-time jobs that you worked .. what were you doing?
Okay طيب .. طيب بعد ماخلصتى جامعة واشتغلتى انتى you prefer ال+working*life ولا you prefer ال+student*life و .. و أن أنتى وراكى مثلا مذاكرة و كده بس فى نفس الوقت انتى عندك تلات شهور أجازة وحياة تانية يعني؟,تمام طيب .. طيب بعد ماخلصتى جامعة واشتغلتى انتى تفضلي الحياة المهنية ولا تفضلي حياة الطلاب و .. و أن أنتى وراكى مثلا مذاكرة و كده بس فى نفس الوقت انتى عندك تلات شهور أجازة وحياة تانية يعني؟,Okay well .. after you have finished university would you prefer the working life or the student life and .. and that you have to study but at the same time you have a three-month vacation and a different life?
Okay طيب إيه أكتر صفة بتحبيها فى نفسك إن انتى دايما دي حاجة موجودة فيكى مش عايزاها تتغير أبدا عايزاها تفضل موجودة؟,تمام طيب إيه أكتر صفة بتحبيها فى نفسك إن انتى دايما دي حاجة موجودة فيكى مش عايزاها تتغير أبدا عايزاها تفضل موجودة؟,Okay well which trait do you like about yourself and you want it to last forever and you will never change you want to have it forever?
Okay,تمام,Okay
اه,اه,Yes
ايوة ليه؟,ايوة ليه؟,Okay why?
انا قصدي كده,انا قصدي كده,I mean that.
طيب انتى أيه أكتر حاجة بت .. بتخليكى stressed؟ أكتر حاجة بتخليكى متوترة و مضغوطة كده,طيب انتى أيه أكتر حاجة بت .. بتخليكى مضغوطة؟ أكتر حاجة بتخليكى متوترة و مضغوطة كده,Okay what makes you feel .. stressed? what makes you feel stressed or nervous?
طيب و .. و إزاى بقى بت+handle#ى بقى ال .. ال+stress ده؟ بتتصرفى إزاى مثلا بتتعالجى نفسك إزاى من حاجة زى كده إن أنت تقدرى ت .. ت .. تعدى ده؟,طيب و .. و إزاى بقى بتتعاملى بقى مع ال .. الضغط ده؟ بتتصرفى إزاى مثلا بتتعالجى نفسك إزاى من حاجة زى كده إن أنت تقدرى ت .. ت .. تعدى ده؟,Okay and .. and how do you handle .. this stress? how do you deal with this how do you treat yourself how do you get over this?
Okay طيب جربتى مرة وانتى student او فى أى وقت فى حياتك كده إن انتى تكوني بتتكلمى فى evaluation مثلا حاجة بتتكلمى عن حاجة انت مش فاهماها كويس فتلجأى إن أنتى تتكلمى English وتتكلمى كلام كبير أوى عشان الشخص اللى قدامك يقول الله ده شكله فاهم خلاص bye bye,تمام طيب جربتى مرة وانتى طالب او فى أى وقت فى حياتك كده إن انتى تكوني بتتكلمى فى تقييم مثلا حاجة بتتكلمى عن حاجة انت مش فاهماها كويس فتلجأى إن أنتى تتكلمى إنجليزي وتتكلمى كلام كبير أوى عشان الشخص اللى قدامك يقول الله ده شكله فاهم خلاص باي باي,Okay when you were a student have you tried speaking in an evaluation about something that you don't really understand so you say sophisticated words and speak in English so that the person in front of you believe that you really understand then he will say bye bye and leave
